pos	conj	neg	fml	onum	stem	okuri	euphr	euphk	pos2
36	6	t	f	1	1	なれない			
36	6	t	t	1	1	なれません			
36	7	f	f	1	1	なせる			
36	7	f	f	2	1	なす			
36	7	f	t	1	1	なせます			
36	7	f	t	2	1	なします			
36	7	t	f	1	1	なせない			
36	7	t	f	2	1	なさない			
36	7	t	t	1	1	なせません			
36	7	t	t	2	1	なしません			
36	8	f	f	1	1	なせられる			
36	8	f	f	2	1	なされる			
36	8	f	t	1	1	なせられます			
36	8	f	t	2	1	なされます			
36	8	t	f	1	1	なせられない			
36	8	t	f	2	1	なされない			
36	8	t	t	1	1	なせられません			
36	8	t	t	2	1	なされません			
36	9	f	f	1	1	のう			
36	9	f	t	1	1	にましょう			
36	9	t	f	1	1	ぬまい			
36	9	t	t	1	1	にませんまい			
36	10	f	f	1	1	ね			
36	10	f	t	1	1	になさい			
36	10	t	f	1	1	ぬな			
36	10	t	t	1	1	になさるな			
36	11	f	f	1	1	んだら			
36	11	f	t	1	1	にましたら			
36	11	t	f	1	1	ななかったら			
36	11	t	t	1	1	にませんでしたら			
36	12	f	f	1	1	んだり			
36	12	f	t	1	1	にましたり			
36	12	t	f	1	1	ななかったり			
36	12	t	t	1	1	にませんでしたり			
36	13	f	f	1	1	に			
37	1	f	f	1	1	る			
37	1	f	t	1	1	ります			
37	1	t	f	1	1	らない			
37	1	t	t	1	1	りません			
37	2	f	f	1	1	った			
37	2	f	t	1	1	りました			
37	2	t	f	1	1	らなかった			
37	2	t	t	1	1	りませんでした			
37	3	f	f	1	1	って			
37	3	f	t	1	1	りまして			
37	3	t	f	1	1	らなくて			
37	3	t	f	2	1	らないで			
37	3	t	t	1	1	りませんで			
37	4	f	f	1	1	れば			
37	4	f	t	1	1	りますなら			
37	4	f	t	2	1	りますならば			
37	4	t	f	1	1	らなければ			
37	4	t	t	1	1	りませんなら			
37	4	t	t	2	1	りませんならば			
37	5	f	f	1	1	れる			
37	5	f	t	1	1	れます			
37	5	t	f	1	1	れない			
37	5	t	t	1	1	れません			
37	6	f	f	1	1	られる			
37	6	f	t	1	1	られます			
37	6	t	f	1	1	られない			
37	6	t	t	1	1	られません			
37	7	f	f	1	1	らせる			
37	7	f	f	2	1	らす			
37	7	f	t	1	1	らせます			
37	7	f	t	2	1	らします			
37	7	t	f	1	1	らせない			
37	7	t	f	2	1	らさない			
37	7	t	t	1	1	らせません			
37	7	t	t	2	1	らしません			
37	8	f	f	1	1	らせられる			
37	8	f	f	2	1	らされる			
37	8	f	t	1	1	らせられます			
37	8	f	t	2	1	らされます			
37	8	t	f	1	1	らせられない			
37	8	t	f	2	1	らされない			
37	8	t	t	1	1	らせられません			
37	8	t	t	2	1	らされません			
37	9	f	f	1	1	ろう			
37	9	f	t	1	1	りましょう			
37	9	t	f	1	1	るまい			
37	9	t	t	1	1	りませんまい			
37	10	f	f	1	1	れ			
37	10	f	t	1	1	りなさい			
37	10	t	f	1	1	るな			
37	10	t	t	1	1	りなさるな			
37	11	f	f	1	1	ったら			
37	11	f	t	1	1	りましたら			
37	11	t	f	1	1	らなかったら			
37	11	t	t	1	1	りませんでしたら			
37	12	f	f	1	1	ったり			
37	12	f	t	1	1	りましたり			
37	12	t	f	1	1	らなかったり			
37	12	t	t	1	1	りませんでしたり			
37	13	f	f	1	1	り			
38	1	f	f	1	1	る			
38	1	f	t	1	1	ります			
38	1	t	f	1	2	ない			
38	1	t	t	1	1	りません			
38	2	f	f	1	1	った			
38	2	f	t	1	1	りました			
38	2	t	f	1	2	なかった			
38	2	t	t	1	1	りませんでした			
38	3	f	f	1	1	って			
38	3	f	t	1	1	りまして			
38	3	t	f	1	2	なくて			
38	3	t	f	2	2	ないで			
38	3	t	t	1	1	りませんで			
38	4	f	f	1	1	れば			
38	4	f	t	1	1	りますなら			
38	4	f	t	2	1	りますならば			
38	4	t	f	1	2	なければ			
38	4	t	t	1	1	りませんなら			
38	4	t	t	2	1	りませんならば			
38	5	f	f	1	1	れる			
38	5	f	t	1	1	れます			
38	5	t	f	1	1	れない			
38	5	t	t	1	1	れません			
38	6	f	f	1	1	られる			
38	6	f	t	1	1	られます			
38	6	t	f	1	1	られない			
38	6	t	t	1	1	られません			
38	7	f	f	1	1	らせる			
38	7	f	f	2	1	らす			
38	7	f	t	1	1	らせます			
38	7	f	t	2	1	らします			
38	7	t	f	1	1	らせない			
38	7	t	f	2	1	らさない			
38	7	t	t	1	1	らせません			
38	7	t	t	2	1	らしません			
38	8	f	f	1	1	らせられる			
38	8	f	f	2	1	らされる			
38	8	f	t	1	1	らせられます			
38	8	f	t	2	1	らされます			
38	8	t	f	1	1	らせられない			
38	8	t	f	2	1	らされない			
38	8	t	t	1	1	らせられません			
38	8	t	t	2	1	らされません			
38	9	f	f	1	1	ろう			
38	9	f	t	1	1	りましょう			
38	9	t	f	1	1	るまい			
38	9	t	t	1	1	りませんまい			
38	10	f	f	1	1	れ			
38	10	f	t	1	1	りなさい			
38	10	t	f	1	1	るな			
38	10	t	t	1	1	りなさるな			
38	11	f	f	1	1	ったら			
38	11	f	t	1	1	りましたら			
38	11	t	f	1	2	なかったら			
38	11	t	t	1	1	りませんでしたら			
38	12	f	f	1	1	ったり			
38	12	f	t	1	1	りましたり			
38	12	t	f	1	2	なかったり			
38	12	t	t	1	1	りませんでしたり			
38	13	f	f	1	1	り			
39	1	f	f	1	1	す			
39	1	f	t	1	1	します			
39	1	t	f	1	1	さない			
39	1	t	t	1	1	しません			
39	2	f	f	1	1	した			
39	2	f	t	1	1	しました			
39	2	t	f	1	1	さなかった			
39	2	t	t	1	1	しませんでした			
39	3	f	f	1	1	して			
39	3	f	t	1	1	しまして			
39	3	t	f	1	1	さなくて			
39	3	t	f	2	1	さないで			
39	3	t	t	1	1	しませんで			
39	4	f	f	1	1	せば			
39	4	f	t	1	1	しますなら			
39	4	f	t	2	1	しますならば			
39	4	t	f	1	1	さなければ			
39	4	t	t	1	1	しませんなら			
39	4	t	t	2	1	しませんならば			
39	5	f	f	1	1	せる			
39	5	f	t	1	1	せます			
39	5	t	f	1	1	せない			
39	5	t	t	1	1	せません			
39	6	f	f	1	1	される			
39	6	f	t	1	1	されます			
39	6	t	f	1	1	されない			
39	6	t	t	1	1	されません			
39	7	f	f	1	1	させる			
39	7	f	f	2	1	さす			
39	7	f	t	1	1	させます			
39	7	f	t	2	1	さします			
39	7	t	f	1	1	させない			
39	7	t	f	2	1	ささない			
39	7	t	t	1	1	させません			
39	7	t	t	2	1	さしません			
39	8	f	f	1	1	させられる			
39	8	f	t	1	1	させられます			
39	8	t	f	1	1	させられない			
39	8	t	t	1	1	させられません			
39	9	f	f	1	1	そう			
39	9	f	t	1	1	しましょう			
39	9	t	f	1	1	すまい			
39	9	t	t	1	1	しませんまい			
39	10	f	f	1	1	せ			
39	10	f	t	1	1	しなさい			
39	10	t	f	1	1	すな			
39	10	t	t	1	1	しなさるな			
39	11	f	f	1	1	したら			
39	11	f	t	1	1	しましたら			
39	11	t	f	1	1	さなかったら			
39	11	t	t	1	1	しませんでしたら			
39	12	f	f	1	1	したり			
39	12	f	t	1	1	しましたり			
39	12	t	f	1	1	さなかったり			
39	12	t	t	1	1	しませんでしたり			
39	13	f	f	1	1	し			
40	1	f	f	1	1	つ			
40	1	f	t	1	1	ちます			
40	1	t	f	1	1	たない			
40	1	t	t	1	1	ちません			
40	2	f	f	1	1	った			
40	2	f	t	1	1	ちました			
40	2	t	f	1	1	たなかった			
40	2	t	t	1	1	ちませんでした			
40	3	f	f	1	1	って			
40	3	f	t	1	1	ちまして			
40	3	t	f	1	1	たなくて			
40	3	t	f	2	1	たないで			
40	3	t	t	1	1	ちませんで			
40	4	f	f	1	1	てば			
40	4	f	t	1	1	ちますなら			
40	4	f	t	2	1	ちますならば			
40	4	t	f	1	1	たなければ			
40	4	t	t	1	1	ちませんなら			
40	4	t	t	2	1	ちませんならば			
40	5	f	f	1	1	てる			
40	5	f	t	1	1	てます			
40	5	t	f	1	1	てない			
40	5	t	t	1	1	てません			
40	6	f	f	1	1	たれる			
40	6	f	t	1	1	たれます			
40	6	t	f	1	1	たれない			
40	6	t	t	1	1	たれません			
40	7	f	f	1	1	たせる			
40	7	f	f	2	1	たす			
40	7	f	t	1	1	たせます			
40	7	f	t	2	1	たします			
40	7	t	f	1	1	たせない			
40	7	t	f	2	1	たさない			
40	7	t	t	1	1	たせません			
40	7	t	t	2	1	たしません			
40	8	f	f	1	1	たせられる			
40	8	f	f	2	1	たされる			
40	8	f	t	1	1	たせられます			
40	8	f	t	2	1	たされます			
40	8	t	f	1	1	たせられない			
40	8	t	f	2	1	たされない			
40	8	t	t	1	1	たせられません			
40	8	t	t	2	1	たされません			
40	9	f	f	1	1	とう			
40	9	f	t	1	1	ちましょう			
40	9	t	f	1	1	つまい			
40	9	t	t	1	1	ちませんまい			
40	10	f	f	1	1	て			
40	10	f	t	1	1	ちなさい			
40	10	t	f	1	1	つな			
40	10	t	t	1	1	ちなさるな			
40	11	f	f	1	1	ったら			
40	11	f	t	1	1	ちまったら			
40	11	t	f	1	1	たなかったら			
40	11	t	t	1	1	ちませんでしたら			
40	12	f	f	1	1	ったり			
40	12	f	t	1	1	ちましたり			
40	12	t	f	1	1	たなかったり			
40	12	t	t	1	1	ちませんでしたり			
40	13	f	f	1	1	ち			
41	1	f	f	1	1	う			
41	1	f	t	1	1	います			
41	1	t	f	1	1	わない			
41	1	t	t	1	1	いません			
41	2	f	f	1	1	った			
41	2	f	t	1	1	いました			
41	2	t	f	1	1	わなかった			
41	2	t	t	1	1	いませんでした			
41	3	f	f	1	1	って			
41	3	f	t	1	1	いまして			
41	3	t	f	1	1	わなくて			
41	3	t	f	2	1	わないで			
41	3	t	t	1	1	いませんで			
41	4	f	f	1	1	えば			
41	4	f	t	1	1	いますなら			
41	4	f	t	2	1	いますならば			
41	4	t	f	1	1	わなければ			
41	4	t	t	1	1	いませんなら			
41	4	t	t	2	1	いませんならば			
41	5	f	f	1	1	える			
41	5	f	t	1	1	えます			
41	5	t	f	1	1	えない			
41	5	t	t	1	1	えません			
41	6	f	f	1	1	われる			
41	6	f	t	1	1	われます			
41	6	t	f	1	1	われない			
41	6	t	t	1	1	われません			
41	7	f	f	1	1	わせる			
41	7	f	f	2	1	わす			
41	7	f	t	1	1	わせます			
41	7	f	t	2	1	わします			
41	7	t	f	1	1	わせない			
41	7	t	f	2	1	わさない			
41	7	t	t	1	1	わせません			
41	7	t	t	2	1	わしません			
41	8	f	f	1	1	わせられる			
41	8	f	f	2	1	わされる			
41	8	f	t	1	1	わせられます			
41	8	f	t	2	1	わされます			
41	8	t	f	1	1	わせられない			
41	8	t	f	2	1	わされない			
41	8	t	t	1	1	わせられません			
41	8	t	t	2	1	わされません			
41	9	f	f	1	1	おう			
41	9	f	t	1	1	いましょう			
41	9	t	f	1	1	うまい			
41	9	t	t	1	1	いませんまい			
41	10	f	f	1	1	え			
41	10	f	t	1	1	いなさい			
41	10	t	f	1	1	うな			
41	10	t	t	1	1	いなさるな			
41	11	f	f	1	1	ったら			
41	11	f	t	1	1	いましたら			
41	11	t	f	1	1	わかったら			
41	11	t	t	1	1	いませんでしたら			
41	12	f	f	1	1	ったり			
41	12	f	t	1	1	いましたり			
41	12	t	f	1	1	わなかったり			
41	12	t	t	1	1	いませんでしたり			
41	13	f	f	1	1	い			
42	1	f	f	1	1	う			
42	1	f	t	1	1	います			
42	1	t	f	1	1	わない			
42	1	t	t	1	1	いません			
42	2	f	f	1	1	うた			
42	2	f	t	1	1	いました			
42	2	t	f	1	1	わなかった			
42	2	t	t	1	1	いませんでした			
42	3	f	f	1	1	うて			
42	3	f	t	1	1	いまして			
42	3	t	f	1	1	わなくて			
42	3	t	f	2	1	わないで			
42	3	t	t	1	1	いませんで			
42	4	f	f	1	1	えば			
42	4	f	t	1	1	いますなら			
42	4	f	t	2	1	いますならば			
42	4	t	f	1	1	わなければ			
42	4	t	t	1	1	いませんなら			
42	4	t	t	2	1	いませんならば			
42	5	f	f	1	1	える			
42	5	f	t	1	1	えます			
42	5	t	f	1	1	えない			
42	5	t	t	1	1	えません			
42	6	f	f	1	1	われる			
42	6	f	t	1	1	われます			
42	6	t	f	1	1	われない			
42	6	t	t	1	1	われません			
42	7	f	f	1	1	わせる			
42	7	f	f	2	1	わす			
42	7	f	t	1	1	わせます			
42	7	f	t	2	1	わします			
42	7	t	f	1	1	わせない			
42	7	t	f	2	1	わさない			
42	7	t	t	1	1	わせません			
42	7	t	t	2	1	わしません			
42	8	f	f	1	1	わせられる			
42	8	f	f	2	1	わされる			
42	8	f	t	1	1	わせられます			
42	8	f	t	2	1	わされます			
42	8	t	f	1	1	わせられない			
42	8	t	f	2	1	わされない			
42	8	t	t	1	1	わせられません			
42	8	t	t	2	1	わされません			
42	9	f	f	1	1	おう			
42	9	f	t	1	1	いましょう			
42	9	t	f	1	1	うまい			
42	9	t	t	1	1	いませんまい			
42	10	f	f	1	1	え			
42	10	f	t	1	1	いなさい			
42	10	t	f	1	1	うな			
42	10	t	t	1	1	いなさるな			
42	11	f	f	1	1	うたら			
42	11	f	t	1	1	いましたら			
42	11	t	f	1	1	わなかったら			
42	11	t	t	1	1	いませんでしたら			
42	12	f	f	1	1	うたり			
42	12	f	t	1	1	いましたり			
42	12	t	f	1	1	わなかったり			
42	12	t	t	1	1	いませんでしたり			
42	13	f	f	1	1	い			
45	1	f	f	1	1	る	く		
45	1	f	t	1	1	ます	き		
45	1	t	f	1	1	ない	こ		
45	1	t	t	1	1	ません	き		
45	2	f	f	1	1	た	き		
45	2	f	t	1	1	ました	き		
45	2	t	f	1	1	なかった	こ		
45	2	t	t	1	1	ませんでした	き		
45	3	f	f	1	1	て	き		
45	3	f	t	1	1	まして	き		
45	3	t	f	1	1	なくて	こ		
45	3	t	f	2	1	ないで	こ		
45	3	t	t	1	1	ませんで	き		
45	4	f	f	1	1	れば	く		
45	4	f	t	1	1	ますなら	く		
45	4	f	t	2	1	ますならば	く		
45	4	t	f	1	1	なければ	く		
45	4	t	t	1	1	ませんなら	く		
45	4	t	t	2	1	ませんならば	く		
45	5	f	f	1	1	られる	こ		
45	5	f	f	2	1	れる	こ		
45	5	f	t	1	1	られます	こ		
45	5	f	t	2	1	れます	こ		
45	5	t	f	1	1	られない	こ		
45	5	t	f	2	1	れない	こ		
45	5	t	t	1	1	られません	こ		
45	5	t	t	2	1	れません	こ		
45	6	f	f	1	1	られる	こ		
45	6	f	t	1	1	られます	こ		
45	6	t	f	1	1	られない	こ		
45	6	t	t	1	1	られません	こ		
45	7	f	f	1	1	させる	こ		
45	7	f	f	2	1	さす	こ		
45	7	f	t	1	1	させます	こ		
45	7	f	t	2	1	さします	こ		
45	7	t	f	1	1	させない	こ		
45	7	t	f	2	1	ささない	こ		
45	7	t	t	1	1	させません	こ		
45	7	t	t	2	1	さしません	こ		
45	8	f	f	1	1	させられる	こ		
45	8	f	t	1	1	させられます	こ		
45	8	t	f	1	1	させられない	こ		
45	8	t	t	1	1	させられません	こ		
45	9	f	f	1	1	よう	こ		
45	9	f	t	1	1	ましょう	き		
45	9	t	f	1	1	まい	こ		
45	9	t	t	1	1	ますまい	き		
45	10	f	f	1	1	い	こ		
45	10	f	t	1	1	なさい	こ		
45	10	t	f	1	1	るな	く		
45	10	t	t	1	1	なさるな	こ		
45	11	f	f	1	1	たら	き		
45	11	f	t	1	1	ましたら	き		
45	11	t	f	1	1	なかったら	こ		
45	11	t	t	1	1	ませんでしたら	き		
45	12	f	f	1	1	たり	き		
45	12	f	t	1	1	ましたり	き		
45	12	t	f	1	1	なかったり	こ		
45	12	t	t	1	1	ませんでしたり	き		
45	13	f	f	1	1	""	き		
46	1	f	f	1	0	する			
47	1	f	f	1	1	る	す		
47	1	f	t	1	1	ます	し		
47	1	t	f	1	1	ない	さ		
47	1	t	t	1	1	ません	し		
47	2	f	f	1	1	た	し		
47	2	f	t	1	1	ました	し		
47	2	t	f	1	1	なかった	さ		
47	2	t	t	1	1	ませんでした	し		
47	3	f	f	1	1	て	し		
47	3	f	t	1	1	まして	し		
47	3	t	f	1	1	なくて	さ		
47	3	t	f	2	1	ないで	し		
47	3	t	t	1	1	ませんで	し		
47	4	f	f	1	1	れば	す		
47	4	f	t	1	1	ますなら	し		
47	4	f	t	2	1	ますなれば	し		
47	4	t	f	1	1	なければ	さ		
47	4	t	t	1	1	ませんなら	し		
47	4	t	t	2	1	ませんならば	し		
47	5	f	f	1	1	る	しえ		
47	5	f	f	2	1	る	しう		
47	5	f	t	1	1	ます	しえ		
47	5	t	f	1	1	ない	しえ		
47	5	t	t	1	1	ません	しえ		
47	6	f	f	1	1	れる	さ		
47	6	f	t	1	1	れます	さ		
47	6	t	f	1	1	れない	さ		
47	6	t	t	1	1	れません	さ		
47	7	f	f	1	1	せる	さ		
47	7	f	f	2	1	す	さ		
47	7	f	t	1	1	せます	さ		
47	7	f	t	2	1	します	さ		
47	7	t	f	1	1	せない	さ		
47	7	t	f	2	1	さない	さ		
47	7	t	t	1	1	せません	さ		
47	7	t	t	2	1	しません	さ		
47	8	f	f	1	1	せられる	さ		
47	8	f	t	1	1	せられます	さ		
47	8	t	f	1	1	せられない	さ		
47	8	t	t	1	1	せられません	さ		
47	9	f	f	1	1	よう	し		
47	9	f	t	1	1	ましょう	し		
47	9	t	f	1	1	るまい	す		
47	9	t	t	1	1	ますまい	し		
47	10	f	f	1	1	ろ	し		
47	10	f	f	2	1	よ	せ		
47	10	f	t	1	1	なさい	し		
47	10	t	f	1	1	るな	す		
47	10	t	t	1	1	なさるな	し		
47	11	f	f	1	1	たら	し		
47	11	f	t	1	1	ましたら	し		
47	11	t	f	1	1	なかったら	さ		
47	11	t	t	1	1	ませんでしたら	し		
47	12	f	f	1	1	たり	し		
47	12	f	t	1	1	ましたり	し		
47	12	t	f	1	1	なかったり	さ		
47	12	t	t	1	1	ませんでしたり	し		
47	13	f	f	1	1	""	し		
48	1	f	f	1	1	る	す		
48	1	f	t	1	1	ます	し		
48	1	t	f	1	1	ない	し		
48	1	t	t	1	1	ません	し		
48	2	f	f	1	1	た	し		
48	2	f	t	1	1	ました	し		
48	2	t	f	1	1	なかった	し		
48	2	t	t	1	1	ませんでした	し		
48	3	f	f	1	1	て	し		
48	3	f	t	1	1	まして	し		
48	3	t	f	1	1	なくて	し		
48	3	t	f	2	1	ないで	し		
48	3	t	t	1	1	ませんで	し		
48	4	f	f	1	1	れば	す		
48	4	f	t	1	1	ますなら	し		
48	4	f	t	2	1	ますなれば	し		
48	4	t	f	1	1	なければ	し		
48	4	t	t	1	1	ませんなら	し		
48	4	t	t	2	1	ませんならば	し		
48	5	f	f	1	1	る	でき	出来	
48	5	f	t	1	1	ます	でき	出来	
48	5	t	f	1	1	ない	でき	出来	
48	5	t	t	1	1	ません	でき	出来	
48	6	f	f	1	1	れる	さ		
48	6	f	t	1	1	れます	さ		
48	6	t	f	1	1	れない	さ		
48	6	t	t	1	1	れません	さ		
48	7	f	f	1	1	せる	さ		
48	7	f	f	2	1	す	さ		
48	7	f	t	1	1	せます	さ		
48	7	f	t	2	1	します	さ		
48	7	t	f	1	1	せない	さ		
48	7	t	f	2	1	さない	さ		
48	7	t	t	1	1	せません	さ		
48	7	t	t	2	1	しません	さ		
48	8	f	f	1	1	せられる	さ		
48	8	f	t	1	1	せられます	さ		
48	8	t	f	1	1	せられない	さ		
48	8	t	t	1	1	せられません	さ		
48	9	f	f	1	1	よう	し		
48	9	f	t	1	1	ましょう	し		
48	9	t	f	1	1	るまい	す		
48	9	t	t	1	1	ますまい	し		
48	10	f	f	1	1	ろ	し		
48	10	f	f	2	1	よ	せ		
48	10	f	t	1	1	なさい	し		
48	10	t	f	1	1	るな	す		
48	10	t	t	1	1	なさるな	し		
48	11	f	f	1	1	たら	し		
48	11	f	t	1	1	ましたら	し		
48	11	t	f	1	1	なかったら	し		
48	11	t	t	1	1	ませんでしたら	し		
48	12	f	f	1	1	たり	し		
48	12	f	t	1	1	ましたり	し		
48	12	t	f	1	1	なかったり	し		
48	12	t	t	1	1	ませんでしたり	し		
48	13	f	f	1	1	""	し		
